,id,pred_lgb,pred_svr,pred_ridge,pred_enet,pred_lasso,pred_voting,pred_stacking
25,1486,190116.93006379978,190116.93006379978,190116.93006379978,190116.93006379978,190116.93006379978,190116.93006379978,190116.93006379978
26,1487,348188.69720017776,348188.69720017776,348188.69720017776,348188.69720017776,348188.69720017776,348188.69720017776,348188.69720017776
27,1488,221145.6549367374,221145.6549367374,221145.6549367374,221145.6549367374,221145.6549367374,221145.6549367374,221145.6549367374
28,1489,209956.9736792014,209956.9736792014,209956.9736792014,209956.9736792014,209956.9736792014,209956.9736792014,209956.9736792014
29,1490,229081.18787746996,229081.18787746996,229081.18787746996,229081.18787746996,229081.18787746996,229081.18787746996,229081.18787746996
30,1491,186258.27702805694,186258.27702805694,186258.27702805694,186258.27702805694,186258.27702805694,186258.27702805694,186258.27702805694
31,1492,88073.54952535505,88073.54952535505,88073.54952535505,88073.54952535505,88073.54952535505,88073.54952535505,88073.54952535505
32,1493,185196.06301804355,185196.06301804355,185196.06301804355,185196.06301804355,185196.06301804355,185196.06301804355,185196.06301804355
33,1494,267952.1466300379,267952.1466300379,267952.1466300379,267952.1466300379,267952.1466300379,267952.1466300379,267952.1466300379
34,1495,277199.5749641626,277199.5749641626,277199.5749641626,277199.5749641626,277199.5749641626,277199.5749641626,277199.5749641626
35,1496,251502.67730062627,251502.67730062627,251502.67730062627,251502.67730062627,251502.67730062627,251502.67730062627,251502.67730062627
36,1497,186906.22135133622,186906.22135133622,186906.22135133622,186906.22135133622,186906.22135133622,186906.22135133622,186906.22135133622
37,1498,164774.77192396956,164774.77192396956,164774.77192396956,164774.77192396956,164774.77192396956,164774.77192396956,164774.77192396956
38,1499,161280.44307599662,161280.44307599662,161280.44307599662,161280.44307599662,161280.44307599662,161280.44307599662,161280.44307599662
39,1500,160138.39954539173,160138.39954539173,160138.39954539173,160138.39954539173,160138.39954539173,160138.39954539173,160138.39954539173
40,1501,179066.43970991104,179066.43970991104,179066.43970991104,179066.43970991104,179066.43970991104,179066.43970991104,179066.43970991104
41,1502,154384.01309565114,154384.01309565114,154384.01309565114,154384.01309565114,154384.01309565114,154384.01309565114,154384.01309565114
42,1503,300646.1208116307,300646.1208116307,300646.1208116307,300646.1208116307,300646.1208116307,300646.1208116307,300646.1208116307
43,1504,235608.90876050925,235608.90876050925,235608.90876050925,235608.90876050925,235608.90876050925,235608.90876050925,235608.90876050925
44,1505,236499.94794017106,236499.94794017106,236499.94794017106,236499.94794017106,236499.94794017106,236499.94794017106,236499.94794017106
45,1506,188231.56051383805,188231.56051383805,188231.56051383805,188231.56051383805,188231.56051383805,188231.56051383805,188231.56051383805
46,1507,250953.92409204593,250953.92409204593,250953.92409204593,250953.92409204593,250953.92409204593,250953.92409204593,250953.92409204593
47,1508,182899.48771038986,182899.48771038986,182899.48771038986,182899.48771038986,182899.48771038986,182899.48771038986,182899.48771038986
48,1509,164864.555691535,164864.555691535,164864.555691535,164864.555691535,164864.555691535,164864.555691535,164864.555691535
49,1510,157775.69776405554,157775.69776405554,157775.69776405554,157775.69776405554,157775.69776405554,157775.69776405554,157775.69776405554
50,1511,148528.45821300326,148528.45821300326,148528.45821300326,148528.45821300326,148528.45821300326,148528.45821300326,148528.45821300326
51,1512,169652.99900640486,169652.99900640486,169652.99900640486,169652.99900640486,169652.99900640486,169652.99900640486,169652.99900640486
52,1513,142111.99685544195,142111.99685544195,142111.99685544195,142111.99685544195,142111.99685544195,142111.99685544195,142111.99685544195
53,1514,151393.45839667186,151393.45839667186,151393.45839667186,151393.45839667186,151393.45839667186,151393.45839667186,151393.45839667186
54,1515,194438.3076252504,194438.3076252504,194438.3076252504,194438.3076252504,194438.3076252504,194438.3076252504,194438.3076252504
55,1516,142575.62660500198,142575.62660500198,142575.62660500198,142575.62660500198,142575.62660500198,142575.62660500198,142575.62660500198
56,1517,161111.8393756033,161111.8393756033,161111.8393756033,161111.8393756033,161111.8393756033,161111.8393756033,161111.8393756033
57,1518,127243.04158582498,127243.04158582498,127243.04158582498,127243.04158582498,127243.04158582498,127243.04158582498,127243.04158582498
58,1519,241614.19103351477,241614.19103351477,241614.19103351477,241614.19103351477,241614.19103351477,241614.19103351477,241614.19103351477
59,1520,142391.54254452453,142391.54254452453,142391.54254452453,142391.54254452453,142391.54254452453,142391.54254452453,142391.54254452453
60,1521,144608.05162788916,144608.05162788916,144608.05162788916,144608.05162788916,144608.05162788916,144608.05162788916,144608.05162788916
61,1522,163470.50803814258,163470.50803814258,163470.50803814258,163470.50803814258,163470.50803814258,163470.50803814258,163470.50803814258
62,1523,114209.80550807774,114209.80550807774,114209.80550807774,114209.80550807774,114209.80550807774,114209.80550807774,114209.80550807774
63,1524,120331.28255972332,120331.28255972332,120331.28255972332,120331.28255972332,120331.28255972332,120331.28255972332,120331.28255972332
64,1525,123122.6126200099,123122.6126200099,123122.6126200099,123122.6126200099,123122.6126200099,123122.6126200099,123122.6126200099
65,1526,112591.55016659448,112591.55016659448,112591.55016659448,112591.55016659448,112591.55016659448,112591.55016659448,112591.55016659448
66,1527,94269.60329581278,94269.60329581278,94269.60329581278,94269.60329581278,94269.60329581278,94269.60329581278,94269.60329581278
67,1528,131469.93688275077,131469.93688275077,131469.93688275077,131469.93688275077,131469.93688275077,131469.93688275077,131469.93688275077
68,1529,149677.83780035254,149677.83780035254,149677.83780035254,149677.83780035254,149677.83780035254,149677.83780035254,149677.83780035254
69,1530,173009.21918576065,173009.21918576065,173009.21918576065,173009.21918576065,173009.21918576065,173009.21918576065,173009.21918576065
70,1531,113402.53366403021,113402.53366403021,113402.53366403021,113402.53366403021,113402.53366403021,113402.53366403021,113402.53366403021
71,1532,91553.69611099502,91553.69611099502,91553.69611099502,91553.69611099502,91553.69611099502,91553.69611099502,91553.69611099502
72,1533,138682.16383808324,138682.16383808324,138682.16383808324,138682.16383808324,138682.16383808324,138682.16383808324,138682.16383808324
73,1534,116727.36268627344,116727.36268627344,116727.36268627344,116727.36268627344,116727.36268627344,116727.36268627344,116727.36268627344
74,1535,142516.86142962638,142516.86142962638,142516.86142962638,142516.86142962638,142516.86142962638,142516.86142962638,142516.86142962638
75,1536,107157.32445770076,107157.32445770076,107157.32445770076,107157.32445770076,107157.32445770076,107157.32445770076,107157.32445770076
76,1537,67026.69066612888,67026.69066612888,67026.69066612888,67026.69066612888,67026.69066612888,67026.69066612888,67026.69066612888
77,1538,153745.5233544242,153745.5233544242,153745.5233544242,153745.5233544242,153745.5233544242,153745.5233544242,153745.5233544242
78,1539,200958.98087241763,200958.98087241763,200958.98087241763,200958.98087241763,200958.98087241763,200958.98087241763,200958.98087241763
79,1540,93661.77877216098,93661.77877216098,93661.77877216098,93661.77877216098,93661.77877216098,93661.77877216098,93661.77877216098
80,1541,138045.69079015907,138045.69079015907,138045.69079015907,138045.69079015907,138045.69079015907,138045.69079015907,138045.69079015907
81,1542,140485.8421837751,140485.8421837751,140485.8421837751,140485.8421837751,140485.8421837751,140485.8421837751,140485.8421837751
82,1543,213034.45421840876,213034.45421840876,213034.45421840876,213034.45421840876,213034.45421840876,213034.45421840876,213034.45421840876
83,1544,77962.21238091368,77962.21238091368,77962.21238091368,77962.21238091368,77962.21238091368,77962.21238091368,77962.21238091368
84,1545,103763.84781562646,103763.84781562646,103763.84781562646,103763.84781562646,103763.84781562646,103763.84781562646,103763.84781562646
85,1546,129898.85324628308,129898.85324628308,129898.85324628308,129898.85324628308,129898.85324628308,129898.85324628308,129898.85324628308
86,1547,140653.00527606823,140653.00527606823,140653.00527606823,140653.00527606823,140653.00527606823,140653.00527606823,140653.00527606823
87,1548,134043.57044511542,134043.57044511542,134043.57044511542,134043.57044511542,134043.57044511542,134043.57044511542,134043.57044511542
88,1549,114614.36327917267,114614.36327917267,114614.36327917267,114614.36327917267,114614.36327917267,114614.36327917267,114614.36327917267
89,1550,139447.44475174672,139447.44475174672,139447.44475174672,139447.44475174672,139447.44475174672,139447.44475174672,139447.44475174672
90,1551,111319.55547208204,111319.55547208204,111319.55547208204,111319.55547208204,111319.55547208204,111319.55547208204,111319.55547208204
91,1552,135200.20033180612,135200.20033180612,135200.20033180612,135200.20033180612,135200.20033180612,135200.20033180612,135200.20033180612
92,1553,156130.17047040217,156130.17047040217,156130.17047040217,156130.17047040217,156130.17047040217,156130.17047040217,156130.17047040217
93,1554,115067.89112016365,115067.89112016365,115067.89112016365,115067.89112016365,115067.89112016365,115067.89112016365,115067.89112016365
94,1555,167801.03292072227,167801.03292072227,167801.03292072227,167801.03292072227,167801.03292072227,167801.03292072227,167801.03292072227
95,1556,81730.36372034736,81730.36372034736,81730.36372034736,81730.36372034736,81730.36372034736,81730.36372034736,81730.36372034736
96,1557,106033.69309560356,106033.69309560356,106033.69309560356,106033.69309560356,106033.69309560356,106033.69309560356,106033.69309560356
97,1558,92409.43030570087,92409.43030570087,92409.43030570087,92409.43030570087,92409.43030570087,92409.43030570087,92409.43030570087
98,1559,88966.19930666205,88966.19930666205,88966.19930666205,88966.19930666205,88966.19930666205,88966.19930666205,88966.19930666205
99,1560,136678.00317246382,136678.00317246382,136678.00317246382,136678.00317246382,136678.00317246382,136678.00317246382,136678.00317246382
100,1561,122106.89458667274,122106.89458667274,122106.89458667274,122106.89458667274,122106.89458667274,122106.89458667274,122106.89458667274
101,1562,127953.65784592727,127953.65784592727,127953.65784592727,127953.65784592727,127953.65784592727,127953.65784592727,127953.65784592727
102,1563,122791.05152533713,122791.05152533713,122791.05152533713,122791.05152533713,122791.05152533713,122791.05152533713,122791.05152533713
103,1564,159656.88539880532,159656.88539880532,159656.88539880532,159656.88539880532,159656.88539880532,159656.88539880532,159656.88539880532
104,1565,149681.16940482493,149681.16940482493,149681.16940482493,149681.16940482493,149681.16940482493,149681.16940482493,149681.16940482493
105,1566,233852.52296730035,233852.52296730035,233852.52296730035,233852.52296730035,233852.52296730035,233852.52296730035,233852.52296730035
106,1567,64959.456032758026,64959.456032758026,64959.456032758026,64959.456032758026,64959.456032758026,64959.456032758026,64959.456032758026
107,1568,213511.84496756265,213511.84496756265,213511.84496756265,213511.84496756265,213511.84496756265,213511.84496756265,213511.84496756265
108,1569,133216.81991142832,133216.81991142832,133216.81991142832,133216.81991142832,133216.81991142832,133216.81991142832,133216.81991142832
109,1570,139567.58280106253,139567.58280106253,139567.58280106253,139567.58280106253,139567.58280106253,139567.58280106253,139567.58280106253
110,1571,125063.21325031904,125063.21325031904,125063.21325031904,125063.21325031904,125063.21325031904,125063.21325031904,125063.21325031904
111,1572,152151.8252329892,152151.8252329892,152151.8252329892,152151.8252329892,152151.8252329892,152151.8252329892,152151.8252329892
112,1573,253890.31414641446,253890.31414641446,253890.31414641446,253890.31414641446,253890.31414641446,253890.31414641446,253890.31414641446
113,1574,110916.72522683375,110916.72522683375,110916.72522683375,110916.72522683375,110916.72522683375,110916.72522683375,110916.72522683375
114,1575,227692.32894069882,227692.32894069882,227692.32894069882,227692.32894069882,227692.32894069882,227692.32894069882,227692.32894069882
115,1576,244192.35870603408,244192.35870603408,244192.35870603408,244192.35870603408,244192.35870603408,244192.35870603408,244192.35870603408
116,1577,192655.42252601427,192655.42252601427,192655.42252601427,192655.42252601427,192655.42252601427,192655.42252601427,192655.42252601427
117,1578,152091.1030847237,152091.1030847237,152091.1030847237,152091.1030847237,152091.1030847237,152091.1030847237,152091.1030847237
118,1579,145307.8705367966,145307.8705367966,145307.8705367966,145307.8705367966,145307.8705367966,145307.8705367966,145307.8705367966
119,1580,188210.22676092677,188210.22676092677,188210.22676092677,188210.22676092677,188210.22676092677,188210.22676092677,188210.22676092677
120,1581,151063.02373166123,151063.02373166123,151063.02373166123,151063.02373166123,151063.02373166123,151063.02373166123,151063.02373166123
121,1582,125457.29300085823,125457.29300085823,125457.29300085823,125457.29300085823,125457.29300085823,125457.29300085823,125457.29300085823
122,1583,326844.9989326429,326844.9989326429,326844.9989326429,326844.9989326429,326844.9989326429,326844.9989326429,326844.9989326429
123,1584,232773.6934767194,232773.6934767194,232773.6934767194,232773.6934767194,232773.6934767194,232773.6934767194,232773.6934767194
124,1585,142702.63354937814,142702.63354937814,142702.63354937814,142702.63354937814,142702.63354937814,142702.63354937814,142702.63354937814
125,1586,65194.214523114984,65194.214523114984,65194.214523114984,65194.214523114984,65194.214523114984,65194.214523114984,65194.214523114984
126,1587,101701.33072332114,101701.33072332114,101701.33072332114,101701.33072332114,101701.33072332114,101701.33072332114,101701.33072332114
127,1588,149250.25533899828,149250.25533899828,149250.25533899828,149250.25533899828,149250.25533899828,149250.25533899828,149250.25533899828
128,1589,94395.67171718841,94395.67171718841,94395.67171718841,94395.67171718841,94395.67171718841,94395.67171718841,94395.67171718841
129,1590,138363.90950138003,138363.90950138003,138363.90950138003,138363.90950138003,138363.90950138003,138363.90950138003,138363.90950138003
130,1591,101845.94931087227,101845.94931087227,101845.94931087227,101845.94931087227,101845.94931087227,101845.94931087227,101845.94931087227
131,1592,121177.6178253452,121177.6178253452,121177.6178253452,121177.6178253452,121177.6178253452,121177.6178253452,121177.6178253452
132,1593,119331.10940583234,119331.10940583234,119331.10940583234,119331.10940583234,119331.10940583234,119331.10940583234,119331.10940583234
133,1594,131113.1173274351,131113.1173274351,131113.1173274351,131113.1173274351,131113.1173274351,131113.1173274351,131113.1173274351
134,1595,123966.26210507276,123966.26210507276,123966.26210507276,123966.26210507276,123966.26210507276,123966.26210507276,123966.26210507276
135,1596,232391.33186966056,232391.33186966056,232391.33186966056,232391.33186966056,232391.33186966056,232391.33186966056,232391.33186966056
136,1597,195697.66239674922,195697.66239674922,195697.66239674922,195697.66239674922,195697.66239674922,195697.66239674922,195697.66239674922
137,1598,196798.28044935176,196798.28044935176,196798.28044935176,196798.28044935176,196798.28044935176,196798.28044935176,196798.28044935176
138,1599,175516.01903527486,175516.01903527486,175516.01903527486,175516.01903527486,175516.01903527486,175516.01903527486,175516.01903527486
139,1600,178155.21338510906,178155.21338510906,178155.21338510906,178155.21338510906,178155.21338510906,178155.21338510906,178155.21338510906
140,1601,61624.338039271606,61624.338039271606,61624.338039271606,61624.338039271606,61624.338039271606,61624.338039271606,61624.338039271606
141,1602,96023.4840397616,96023.4840397616,96023.4840397616,96023.4840397616,96023.4840397616,96023.4840397616,96023.4840397616
142,1603,82050.29467301087,82050.29467301087,82050.29467301087,82050.29467301087,82050.29467301087,82050.29467301087,82050.29467301087
143,1604,280508.22320083715,280508.22320083715,280508.22320083715,280508.22320083715,280508.22320083715,280508.22320083715,280508.22320083715
144,1605,239747.05364345916,239747.05364345916,239747.05364345916,239747.05364345916,239747.05364345916,239747.05364345916,239747.05364345916
145,1606,167205.2869235862,167205.2869235862,167205.2869235862,167205.2869235862,167205.2869235862,167205.2869235862,167205.2869235862
146,1607,162866.12639136857,162866.12639136857,162866.12639136857,162866.12639136857,162866.12639136857,162866.12639136857,162866.12639136857
147,1608,205600.23032270168,205600.23032270168,205600.23032270168,205600.23032270168,205600.23032270168,205600.23032270168,205600.23032270168
148,1609,187261.63611536805,187261.63611536805,187261.63611536805,187261.63611536805,187261.63611536805,187261.63611536805,187261.63611536805
149,1610,160595.3138345762,160595.3138345762,160595.3138345762,160595.3138345762,160595.3138345762,160595.3138345762,160595.3138345762
150,1611,133999.45173216923,133999.45173216923,133999.45173216923,133999.45173216923,133999.45173216923,133999.45173216923,133999.45173216923
151,1612,164783.3507880865,164783.3507880865,164783.3507880865,164783.3507880865,164783.3507880865,164783.3507880865,164783.3507880865
152,1613,163639.3565735987,163639.3565735987,163639.3565735987,163639.3565735987,163639.3565735987,163639.3565735987,163639.3565735987
153,1614,120036.93433236286,120036.93433236286,120036.93433236286,120036.93433236286,120036.93433236286,120036.93433236286,120036.93433236286
154,1615,86655.21365823683,86655.21365823683,86655.21365823683,86655.21365823683,86655.21365823683,86655.21365823683,86655.21365823683
155,1616,75022.62931757375,75022.62931757375,75022.62931757375,75022.62931757375,75022.62931757375,75022.62931757375,75022.62931757375
156,1617,91297.538173429,91297.538173429,91297.538173429,91297.538173429,91297.538173429,91297.538173429,91297.538173429
157,1618,128867.81681385275,128867.81681385275,128867.81681385275,128867.81681385275,128867.81681385275,128867.81681385275,128867.81681385275
158,1619,142816.39698315135,142816.39698315135,142816.39698315135,142816.39698315135,142816.39698315135,142816.39698315135,142816.39698315135
159,1620,175753.0582403373,175753.0582403373,175753.0582403373,175753.0582403373,175753.0582403373,175753.0582403373,175753.0582403373
160,1621,138966.97703394463,138966.97703394463,138966.97703394463,138966.97703394463,138966.97703394463,138966.97703394463,138966.97703394463
161,1622,142575.40979298408,142575.40979298408,142575.40979298408,142575.40979298408,142575.40979298408,142575.40979298408,142575.40979298408
162,1623,259896.93505788298,259896.93505788298,259896.93505788298,259896.93505788298,259896.93505788298,259896.93505788298,259896.93505788298
163,1624,209480.60586029882,209480.60586029882,209480.60586029882,209480.60586029882,209480.60586029882,209480.60586029882,209480.60586029882
164,1625,120154.65307777096,120154.65307777096,120154.65307777096,120154.65307777096,120154.65307777096,120154.65307777096,120154.65307777096
165,1626,155079.14388476,155079.14388476,155079.14388476,155079.14388476,155079.14388476,155079.14388476,155079.14388476
166,1627,185029.29226096114,185029.29226096114,185029.29226096114,185029.29226096114,185029.29226096114,185029.29226096114,185029.29226096114
167,1628,275526.8506633878,275526.8506633878,275526.8506633878,275526.8506633878,275526.8506633878,275526.8506633878,275526.8506633878
168,1629,173438.89584865782,173438.89584865782,173438.89584865782,173438.89584865782,173438.89584865782,173438.89584865782,173438.89584865782
169,1630,385519.5372393613,385519.5372393613,385519.5372393613,385519.5372393613,385519.5372393613,385519.5372393613,385519.5372393613
170,1631,213715.6686089014,213715.6686089014,213715.6686089014,213715.6686089014,213715.6686089014,213715.6686089014,213715.6686089014
171,1632,240857.86327507667,240857.86327507667,240857.86327507667,240857.86327507667,240857.86327507667,240857.86327507667,240857.86327507667
172,1633,175545.8756281888,175545.8756281888,175545.8756281888,175545.8756281888,175545.8756281888,175545.8756281888,175545.8756281888
173,1634,186504.8391749666,186504.8391749666,186504.8391749666,186504.8391749666,186504.8391749666,186504.8391749666,186504.8391749666
174,1635,178951.02686502517,178951.02686502517,178951.02686502517,178951.02686502517,178951.02686502517,178951.02686502517,178951.02686502517
175,1636,159285.8934478888,159285.8934478888,159285.8934478888,159285.8934478888,159285.8934478888,159285.8934478888,159285.8934478888
176,1637,187280.51957803368,187280.51957803368,187280.51957803368,187280.51957803368,187280.51957803368,187280.51957803368,187280.51957803368
177,1638,186285.04917954057,186285.04917954057,186285.04917954057,186285.04917954057,186285.04917954057,186285.04917954057,186285.04917954057
178,1639,184695.36186596632,184695.36186596632,184695.36186596632,184695.36186596632,184695.36186596632,184695.36186596632,184695.36186596632
179,1640,243212.71178154377,243212.71178154377,243212.71178154377,243212.71178154377,243212.71178154377,243212.71178154377,243212.71178154377
180,1641,177047.41302841704,177047.41302841704,177047.41302841704,177047.41302841704,177047.41302841704,177047.41302841704,177047.41302841704
181,1642,227723.40769411722,227723.40769411722,227723.40769411722,227723.40769411722,227723.40769411722,227723.40769411722,227723.40769411722
182,1643,216166.0304744265,216166.0304744265,216166.0304744265,216166.0304744265,216166.0304744265,216166.0304744265,216166.0304744265
183,1644,233690.9300003363,233690.9300003363,233690.9300003363,233690.9300003363,233690.9300003363,233690.9300003363,233690.9300003363
184,1645,194781.6361163707,194781.6361163707,194781.6361163707,194781.6361163707,194781.6361163707,194781.6361163707,194781.6361163707
185,1646,156107.97010965788,156107.97010965788,156107.97010965788,156107.97010965788,156107.97010965788,156107.97010965788,156107.97010965788
186,1647,152945.51843503545,152945.51843503545,152945.51843503545,152945.51843503545,152945.51843503545,152945.51843503545,152945.51843503545
187,1648,134006.10873114454,134006.10873114454,134006.10873114454,134006.10873114454,134006.10873114454,134006.10873114454,134006.10873114454
188,1649,140226.08618579843,140226.08618579843,140226.08618579843,140226.08618579843,140226.08618579843,140226.08618579843,140226.08618579843
189,1650,118330.93766754532,118330.93766754532,118330.93766754532,118330.93766754532,118330.93766754532,118330.93766754532,118330.93766754532
190,1651,121505.66943337854,121505.66943337854,121505.66943337854,121505.66943337854,121505.66943337854,121505.66943337854,121505.66943337854
191,1652,94912.75787394069,94912.75787394069,94912.75787394069,94912.75787394069,94912.75787394069,94912.75787394069,94912.75787394069
192,1653,95439.97150584024,95439.97150584024,95439.97150584024,95439.97150584024,95439.97150584024,95439.97150584024,95439.97150584024
193,1654,146115.246191152,146115.246191152,146115.246191152,146115.246191152,146115.246191152,146115.246191152,146115.246191152
194,1655,144604.27518351018,144604.27518351018,144604.27518351018,144604.27518351018,144604.27518351018,144604.27518351018,144604.27518351018
195,1656,143599.07671373792,143599.07671373792,143599.07671373792,143599.07671373792,143599.07671373792,143599.07671373792,143599.07671373792
196,1657,147010.57794962655,147010.57794962655,147010.57794962655,147010.57794962655,147010.57794962655,147010.57794962655,147010.57794962655
197,1658,137404.86533898656,137404.86533898656,137404.86533898656,137404.86533898656,137404.86533898656,137404.86533898656,137404.86533898656
198,1659,132782.10555380708,132782.10555380708,132782.10555380708,132782.10555380708,132782.10555380708,132782.10555380708,132782.10555380708
199,1660,165669.30330141264,165669.30330141264,165669.30330141264,165669.30330141264,165669.30330141264,165669.30330141264,165669.30330141264
200,1661,471969.130821306,471969.130821306,471969.130821306,471969.130821306,471969.130821306,471969.130821306,471969.130821306
201,1662,377281.5308525551,377281.5308525551,377281.5308525551,377281.5308525551,377281.5308525551,377281.5308525551,377281.5308525551
202,1663,361866.34587805264,361866.34587805264,361866.34587805264,361866.34587805264,361866.34587805264,361866.34587805264,361866.34587805264
203,1664,493710.0903227447,493710.0903227447,493710.0903227447,493710.0903227447,493710.0903227447,493710.0903227447,493710.0903227447
204,1665,297301.73128312634,297301.73128312634,297301.73128312634,297301.73128312634,297301.73128312634,297301.73128312634,297301.73128312634
205,1666,341558.9087198363,341558.9087198363,341558.9087198363,341558.9087198363,341558.9087198363,341558.9087198363,341558.9087198363
206,1667,381326.74810364196,381326.74810364196,381326.74810364196,381326.74810364196,381326.74810364196,381326.74810364196,381326.74810364196
207,1668,332488.4236733831,332488.4236733831,332488.4236733831,332488.4236733831,332488.4236733831,332488.4236733831,332488.4236733831
208,1669,311056.685919163,311056.685919163,311056.685919163,311056.685919163,311056.685919163,311056.685919163,311056.685919163
209,1670,330093.92440113856,330093.92440113856,330093.92440113856,330093.92440113856,330093.92440113856,330093.92440113856,330093.92440113856
210,1671,260712.90489644057,260712.90489644057,260712.90489644057,260712.90489644057,260712.90489644057,260712.90489644057,260712.90489644057
211,1672,516889.5868950365,516889.5868950365,516889.5868950365,516889.5868950365,516889.5868950365,516889.5868950365,516889.5868950365
212,1673,300191.9972451044,300191.9972451044,300191.9972451044,300191.9972451044,300191.9972451044,300191.9972451044,300191.9972451044
213,1674,245110.9244678677,245110.9244678677,245110.9244678677,245110.9244678677,245110.9244678677,245110.9244678677,245110.9244678677
214,1675,181362.612864968,181362.612864968,181362.612864968,181362.612864968,181362.612864968,181362.612864968,181362.612864968
215,1676,190148.71034212937,190148.71034212937,190148.71034212937,190148.71034212937,190148.71034212937,190148.71034212937,190148.71034212937
216,1677,210762.40494493488,210762.40494493488,210762.40494493488,210762.40494493488,210762.40494493488,210762.40494493488,210762.40494493488
217,1678,518076.8338293741,518076.8338293741,518076.8338293741,518076.8338293741,518076.8338293741,518076.8338293741,518076.8338293741
218,1679,420329.91609370767,420329.91609370767,420329.91609370767,420329.91609370767,420329.91609370767,420329.91609370767,420329.91609370767
219,1680,327205.2022245436,327205.2022245436,327205.2022245436,327205.2022245436,327205.2022245436,327205.2022245436,327205.2022245436
220,1681,232002.41478964975,232002.41478964975,232002.41478964975,232002.41478964975,232002.41478964975,232002.41478964975,232002.41478964975
221,1682,324054.47724777396,324054.47724777396,324054.47724777396,324054.47724777396,324054.47724777396,324054.47724777396,324054.47724777396
222,1683,176114.7435379753,176114.7435379753,176114.7435379753,176114.7435379753,176114.7435379753,176114.7435379753,176114.7435379753
223,1684,163974.19951349517,163974.19951349517,163974.19951349517,163974.19951349517,163974.19951349517,163974.19951349517,163974.19951349517
224,1685,173867.85745418994,173867.85745418994,173867.85745418994,173867.85745418994,173867.85745418994,173867.85745418994,173867.85745418994
225,1686,170936.2078192976,170936.2078192976,170936.2078192976,170936.2078192976,170936.2078192976,170936.2078192976,170936.2078192976
226,1687,160855.06875312893,160855.06875312893,160855.06875312893,160855.06875312893,160855.06875312893,160855.06875312893,160855.06875312893
227,1688,179035.88096156117,179035.88096156117,179035.88096156117,179035.88096156117,179035.88096156117,179035.88096156117,179035.88096156117
